P homeless,P exit,P undetected,Simulation,# Consecutive,# Episodic,# Chronic,# Ever Homeless,# Undetected Chronic,Frac Undetected Chronic,Wall Time (s),Episodic as % Chronic
0.0125,0.005,0.0075,9,13391,3603,16994,20000,445,0.12350818762142658,3.629842230999998,0.2120160056490526
0.0125,0.005,0.01,9,13488,3350,16838,20000,283,0.08447761194029851,3.8009590249999974,0.19895474521914716
0.0125,0.005,0.0125,9,13731,3124,16855,20000,189,0.06049935979513444,4.2705606129999865,0.18534559477899734
0.0125,0.0075,0.0025,9,8964,9849,18813,20000,2751,0.279317697228145,3.8859785610000017,0.5235209695423377
0.0125,0.0075,0.005,9,10081,8522,18603,20000,1441,0.16909176249706642,3.9565107170000147,0.45809815621136374
0.0125,0.0075,0.0075,9,10526,8134,18660,20000,890,0.10941726088025572,4.068242188999989,0.43590568060021434
0.0125,0.0075,0.01,9,10635,8009,18644,20000,577,0.07204395055562492,4.319401443000004,0.4295751984552671
0.0125,0.01,0.0025,9,6909,12748,19657,20000,2921,0.22913398180106684,4.13468887099998,0.6485221549575215
0.0125,0.01,0.005,9,7998,11953,19951,20000,1735,0.1451518447251736,4.176139866000028,0.5991178387048268
0.0125,0.0075,0.0125,9,10798,7778,18576,20000,449,0.05772692208794034,4.48768604899999,0.41871231696813094
0.0125,0.01,0.0075,9,8107,11789,19896,20000,1051,0.08915090338451098,4.1519580589999805,0.5925311620426217
0.0125,0.01,0.01,9,8098,11722,19820,20000,747,0.06372632656543252,4.153682026999945,0.591422805247225
0.0125,0.01,0.0125,9,8271,11453,19724,20000,580,0.05064175325242295,4.214578790000019,0.5806631514905699
0.0125,0.0125,0.0025,9,5527,14348,19875,20000,2411,0.16803735712294396,3.7846851609999703,0.7219119496855346
0.0125,0.0125,0.005,9,6226,14077,20303,20000,1581,0.11231086168928038,3.8466400380000323,0.6933458109638969
0.0125,0.0125,0.0075,9,6354,14126,20480,20000,1054,0.07461418660625796,3.7770410620000234,0.68974609375
0.0125,0.0125,0.01,9,6415,14171,20586,20000,767,0.054124620704255166,3.799468403999981,0.6883804527348684
0.0125,0.0125,0.0125,9,6223,14341,20564,20000,616,0.04295376891430165,3.5980790290000186,0.6973837774751994
